WBGeneID,elt2_detected_in_L1,dineen_set,cluster.description,bound_class
WBGene00045475,Indirect,SET2,Not_Bound,NA
WBGene00045513,Indirect,SET2,Not_Bound,NA
WBGene00045517,Indirect,SET6,Not_Bound,NA
WBGene00050899,Direct,SET6,Increasing,ClassA
WBGene00050899,Direct,SET6,Increasing,ClassA
WBGene00050899,Direct,SET6,Increasing,ClassA
WBGene00050904,Indirect,SET6,Larval,NA
WBGene00050904,Indirect,SET6,Increasing,NA
WBGene00050911,Indirect,SET6,Not_Bound,NA
WBGene00050957,Indirect,SET3,Increasing,NA
WBGene00050967,Direct,SET6,Increasing,ClassA
WBGene00050967,Direct,SET6,Increasing,ClassA
WBGene00077525,Indirect,SET2,Increasing,NA
WBGene00077539,Indirect,SET6,Not_Bound,NA
WBGene00077553,Indirect,SET6,Not_Bound,NA
WBGene00077593,Indirect,SET2,Not_Bound,NA
WBGene00077673,Indirect,SET2,Not_Bound,NA
WBGene00077698,Indirect,SET6,Not_Bound,NA
WBGene00077714,Indirect,SET6,Not_Bound,NA
WBGene00077732,Indirect,SET2,Not_Bound,NA
WBGene00077751,Indirect,SET6,Not_Bound,NA
WBGene00077757,Direct,SET6,Larval,ClassA
WBGene00077762,Indirect,SET2,Not_Bound,NA
WBGene00077764,Indirect,SET6,Not_Bound,NA
WBGene00077770,Indirect,SET3,Not_Bound,NA
WBGene00077783,Direct,SET6,Increasing,ClassA
WBGene00077786,Direct,SET6,Not_Changing,ClassA
WBGene00077786,Direct,SET6,Not_Changing,ClassA
WBGene00086546,Indirect,SET3,Increasing,NA
WBGene00086546,Indirect,SET3,Larval,NA
WBGene00086551,Indirect,SET2,Not_Bound,NA
WBGene00086560,Indirect,SET3,Increasing,NA
WBGene00086568,Indirect,SET3,Not_Bound,NA
WBGene00119203,Indirect,SET6,Not_Bound,NA
WBGene00119204,Indirect,SET1,Not_Bound,NA
WBGene00138721,Indirect,SET3,L3_High,NA
WBGene00138724,Indirect,SET6,Not_Bound,NA
WBGene00175031,Indirect,SET6,Larval,NA
WBGene00184990,Indirect,SET2,Not_Bound,NA
WBGene00185002,Indirect,SET2,Increasing,NA
WBGene00185002,Indirect,SET2,Increasing,NA
WBGene00185092,Direct,SET6,Increasing,ClassA
WBGene00185092,Direct,SET6,Larval,ClassA
WBGene00189950,Direct,SET6,Increasing,ClassA
WBGene00189950,Direct,SET6,Increasing,ClassA
WBGene00189961,Indirect,SET6,Not_Bound,NA
WBGene00189993,Indirect,SET3,Not_Bound,NA
WBGene00194687,Direct,SET3,Increasing,ClassB
WBGene00194689,Direct,SET3,Increasing,ClassC
WBGene00194696,Indirect,SET2,Not_Bound,NA
WBGene00194699,Indirect,SET4,Not_Bound,NA
WBGene00194708,Indirect,SET3,Not_Bound,NA
WBGene00194713,Direct,SET1,Increasing,ClassD
WBGene00194717,Indirect,SET6,Increasing,NA
WBGene00194742,Direct,SET6,Increasing,ClassA
WBGene00194746,Indirect,SET6,Increasing,NA
WBGene00194815,Direct,SET4,Increasing,ClassB
WBGene00194848,Direct,SET6,Larval,ClassA
WBGene00194892,Indirect,SET2,Not_Bound,NA
WBGene00194902,Indirect,SET3,Not_Bound,NA
WBGene00194925,Indirect,SET1,Not_Bound,NA
WBGene00194926,Indirect,SET2,Increasing,NA
WBGene00195050,Indirect,SET6,Not_Bound,NA
WBGene00195067,Indirect,SET6,Not_Bound,NA
WBGene00195077,Direct,SET2,L3_High,ClassC
WBGene00195145,Direct,SET4,Increasing,ClassB
WBGene00195164,Indirect,SET4,Larval,NA
WBGene00195164,Indirect,SET4,Increasing,NA
WBGene00195165,Indirect,SET3,Not_Bound,NA
WBGene00195174,Indirect,SET2,Not_Bound,NA
WBGene00195184,Indirect,SET4,Not_Bound,NA
WBGene00202498,Indirect,SET3,Not_Bound,NA
WBGene00202511,Direct,SET3,Increasing,ClassC
WBGene00202511,Direct,SET3,Increasing,ClassC
WBGene00206354,Direct,SET2,Increasing,ClassC
WBGene00206381,Direct,SET2,L3_High,ClassC
WBGene00206413,Direct,SET6,Larval,ClassA
WBGene00206413,Direct,SET6,Larval,ClassA
WBGene00206418,Indirect,SET6,L3_High,NA
WBGene00206418,Indirect,SET6,Increasing,NA
WBGene00206488,Indirect,SET6,Not_Bound,NA
WBGene00206513,Indirect,SET2,Not_Bound,NA
WBGene00206522,Indirect,SET6,Not_Bound,NA
WBGene00206525,Indirect,SET2,Not_Changing,NA
WBGene00206532,Indirect,SET6,Not_Bound,NA
WBGene00219210,Indirect,SET2,Not_Bound,NA
WBGene00219216,Direct,SET2,Increasing,ClassC
WBGene00219216,Direct,SET2,Increasing,ClassC
WBGene00219216,Direct,SET2,Increasing,ClassC
WBGene00219271,Indirect,SET3,Increasing,NA
WBGene00219271,Indirect,SET3,Larval,NA
WBGene00219271,Indirect,SET3,Increasing,NA
WBGene00219283,Direct,SET6,Increasing,ClassA
WBGene00219283,Direct,SET6,Larval,ClassA
WBGene00219289,Indirect,SET6,Not_Bound,NA
WBGene00219302,Indirect,SET5,Not_Bound,NA
WBGene00219314,Indirect,SET1,Not_Bound,NA
WBGene00219316,Direct,SET6,Increasing,ClassA
WBGene00219316,Direct,SET6,Increasing,ClassA
WBGene00219376,Direct,SET6,Increasing,ClassA
WBGene00219399,Indirect,SET2,Not_Bound,NA
WBGene00219410,Indirect,SET2,Not_Bound,NA
WBGene00219414,Indirect,SET1,Not_Bound,NA
WBGene00219423,Indirect,SET6,Not_Bound,NA
WBGene00219436,Indirect,SET2,Not_Bound,NA
WBGene00219493,Indirect,SET1,Not_Bound,NA
WBGene00235133,Direct,SET3,Larval,ClassB
WBGene00235256,Indirect,SET6,L3_High,NA
WBGene00235269,Indirect,SET6,Not_Bound,NA
WBGene00235271,Indirect,SET2,Increasing,NA
WBGene00235296,Indirect,SET6,Not_Bound,NA
WBGene00235298,Indirect,SET2,Not_Bound,NA
WBGene00235306,Indirect,SET6,Not_Bound,NA
WBGene00235315,Indirect,SET2,Not_Bound,NA
WBGene00235330,Indirect,SET2,Not_Bound,NA
WBGene00235352,Direct,SET6,Increasing,ClassB
WBGene00235352,Direct,SET6,Increasing,ClassB
WBGene00236809,Indirect,SET6,Not_Bound,NA
WBGene00255457,Indirect,SET6,L3_High,NA
