WBGeneID,elt2_detected_in_L1,dineen_set,cluster.description,bound_class
WBGene00010340,Direct,SET3,Larval,ClassC
WBGene00010340,Direct,SET3,Increasing,ClassC
WBGene00010341,Direct,SET2,Increasing,ClassC
WBGene00010341,Direct,SET2,Increasing,ClassC
WBGene00010342,Direct,SET6,Increasing,ClassA
WBGene00010343,Indirect,SET6,Not_Bound,NA
WBGene00010351,Indirect,SET2,Not_Bound,NA
WBGene00010353,Indirect,SET2,Not_Bound,NA
WBGene00010357,Direct,SET2,Larval,ClassC
WBGene00010357,Direct,SET2,L3_High,ClassC
WBGene00010357,Direct,SET2,Increasing,ClassC
WBGene00010362,Indirect,SET1,Not_Bound,NA
WBGene00010363,Indirect,SET2,Not_Bound,NA
WBGene00010367,Indirect,SET2,Not_Bound,NA
WBGene00010370,Indirect,SET6,Not_Bound,NA
WBGene00010382,Indirect,SET2,Not_Bound,NA
WBGene00010383,Direct,SET3,Increasing,ClassB
WBGene00010387,Indirect,SET6,Not_Bound,NA
WBGene00010403,Indirect,SET1,Not_Bound,NA
WBGene00010409,Indirect,SET2,Not_Bound,NA
WBGene00010418,Indirect,SET2,Not_Bound,NA
WBGene00010426,Direct,SET3,Increasing,ClassC
WBGene00010426,Direct,SET3,Increasing,ClassC
WBGene00010426,Direct,SET3,Increasing,ClassC
WBGene00010427,Indirect,SET2,Increasing,NA
WBGene00010446,Indirect,SET1,Not_Bound,NA
WBGene00010456,Direct,SET6,Increasing,ClassA
WBGene00010470,Indirect,SET2,Increasing,NA
WBGene00010483,Indirect,SET6,Not_Bound,NA
WBGene00010491,Indirect,SET2,Not_Bound,NA
WBGene00010516,Indirect,SET6,Not_Bound,NA
WBGene00010524,Indirect,SET4,Not_Bound,NA
WBGene00010540,Indirect,SET2,Increasing,NA
WBGene00010540,Indirect,SET2,Increasing,NA
WBGene00010540,Indirect,SET2,Larval,NA
WBGene00010545,Indirect,SET3,Increasing,NA
WBGene00010545,Indirect,SET3,Increasing,NA
WBGene00010549,Indirect,SET2,Not_Bound,NA
WBGene00010565,Indirect,SET3,Not_Bound,NA
WBGene00010566,Indirect,SET6,Larval,NA
WBGene00010581,Indirect,SET2,Not_Bound,NA
WBGene00010589,Direct,SET2,Not_Changing,ClassC
WBGene00010589,Direct,SET2,Increasing,ClassC
WBGene00010595,Indirect,SET6,Not_Bound,NA
WBGene00010605,Direct,SET3,Increasing,ClassC
WBGene00010605,Direct,SET3,Increasing,ClassC
WBGene00010605,Direct,SET3,Larval,ClassC
WBGene00010607,Indirect,SET2,Not_Bound,NA
WBGene00010608,Indirect,SET2,Not_Bound,NA
WBGene00010621,Indirect,SET2,Not_Bound,NA
WBGene00010628,Indirect,SET6,Increasing,NA
WBGene00010641,Direct,SET2,Larval,ClassC
WBGene00010641,Direct,SET2,Increasing,ClassC
WBGene00010644,Indirect,SET3,L3_High,NA
WBGene00010644,Indirect,SET3,Increasing,NA
WBGene00010647,Indirect,SET2,Not_Bound,NA
WBGene00010655,Indirect,SET6,Increasing,NA
WBGene00010657,Direct,SET3,Increasing,ClassB
WBGene00010657,Direct,SET3,Increasing,ClassB
WBGene00010658,Direct,SET1,Increasing,ClassD
WBGene00010659,Direct,SET4,Larval,ClassA
WBGene00010660,Direct,SET2,Larval,ClassC
WBGene00010660,Direct,SET2,Increasing,ClassC
WBGene00010660,Direct,SET2,Larval,ClassC
WBGene00010663,Indirect,SET2,Not_Changing,NA
WBGene00010664,Direct,SET2,Larval,ClassD
WBGene00010664,Direct,SET2,Larval,ClassD
WBGene00010667,Indirect,SET2,Not_Bound,NA
WBGene00010678,Indirect,SET2,L3_High,NA
WBGene00010684,Direct,SET6,Increasing,ClassA
WBGene00010686,Indirect,SET1,Not_Bound,NA
WBGene00010701,Indirect,SET2,L3_High,NA
WBGene00010705,Indirect,SET6,Not_Bound,NA
WBGene00010706,Indirect,SET6,Not_Bound,NA
WBGene00010727,Indirect,SET1,Not_Bound,NA
WBGene00010734,Indirect,SET2,Not_Bound,NA
WBGene00010745,Direct,SET6,Increasing,ClassA
WBGene00010746,Direct,SET6,Larval,ClassA
WBGene00010747,Direct,SET3,Increasing,ClassC
WBGene00010747,Direct,SET3,Larval,ClassC
WBGene00010747,Direct,SET3,Larval,ClassC
WBGene00010749,Direct,SET6,Larval,ClassA
WBGene00010750,Direct,SET3,Larval,ClassB
WBGene00010752,Indirect,SET2,Increasing,NA
WBGene00010752,Indirect,SET2,L3_High,NA
WBGene00010752,Indirect,SET2,Increasing,NA
WBGene00010752,Indirect,SET2,Increasing,NA
WBGene00010754,Indirect,SET3,Not_Bound,NA
WBGene00010758,Indirect,SET2,Not_Bound,NA
WBGene00010759,Direct,SET1,Increasing,ClassD
WBGene00010759,Direct,SET1,Larval,ClassD
WBGene00010769,Direct,SET6,Larval,ClassA
WBGene00010769,Direct,SET6,Increasing,ClassA
WBGene00010769,Direct,SET6,L3_High,ClassA
WBGene00010774,Direct,SET3,Increasing,ClassB
WBGene00010779,Indirect,SET2,Not_Bound,NA
WBGene00010781,Indirect,SET2,Not_Bound,NA
WBGene00010784,Direct,SET6,L3_High,ClassA
WBGene00010784,Direct,SET6,L3_High,ClassA
WBGene00010787,Direct,SET2,Larval,ClassD
WBGene00010822,Direct,SET3,Increasing,ClassB
WBGene00010822,Direct,SET3,Larval,ClassB
WBGene00010828,Direct,SET2,Increasing,ClassC
WBGene00010828,Direct,SET2,Increasing,ClassC
WBGene00010829,Indirect,SET5,Not_Bound,NA
WBGene00010830,Indirect,SET2,Not_Bound,NA
WBGene00010849,Indirect,SET6,Not_Bound,NA
WBGene00010850,Indirect,SET4,Increasing,NA
WBGene00010850,Indirect,SET4,Increasing,NA
WBGene00010850,Indirect,SET4,Increasing,NA
WBGene00010855,Indirect,SET6,Not_Bound,NA
WBGene00010863,Indirect,SET6,Not_Bound,NA
WBGene00010870,Direct,SET2,L3_High,ClassC
WBGene00010897,Direct,SET2,Increasing,ClassC
WBGene00010897,Direct,SET2,Increasing,ClassC
WBGene00010897,Direct,SET2,Increasing,ClassC
WBGene00010899,Direct,SET1,Larval,ClassD
WBGene00010899,Direct,SET1,Increasing,ClassD
WBGene00010901,Indirect,SET3,Increasing,NA
WBGene00010907,Indirect,SET2,Increasing,NA
WBGene00010925,Direct,SET4,L3_High,ClassB
WBGene00010941,Indirect,SET3,L3_High,NA
WBGene00010948,Indirect,SET1,Not_Bound,NA
WBGene00010957,Indirect,SET6,Not_Bound,NA
WBGene00010958,Indirect,SET6,Not_Bound,NA
WBGene00010959,Indirect,SET6,Not_Bound,NA
WBGene00010960,Indirect,SET6,Not_Bound,NA
WBGene00010961,Indirect,SET6,Not_Bound,NA
WBGene00010962,Indirect,SET6,Not_Bound,NA
WBGene00010963,Indirect,SET6,Not_Bound,NA
WBGene00010966,Indirect,SET6,Not_Bound,NA
WBGene00010967,Indirect,SET6,Not_Bound,NA
WBGene00010977,Direct,SET3,Increasing,ClassC
WBGene00010994,Direct,SET2,Increasing,ClassD
WBGene00010998,Indirect,SET2,Increasing,NA
WBGene00011002,Indirect,SET6,Not_Bound,NA
WBGene00011004,Indirect,SET6,Not_Bound,NA
WBGene00011006,Direct,SET6,Increasing,ClassA
WBGene00011006,Direct,SET6,Larval,ClassA
WBGene00011009,Indirect,SET2,Increasing,NA
WBGene00011010,Indirect,SET2,Not_Bound,NA
WBGene00011018,Indirect,SET6,Not_Bound,NA
WBGene00011019,Indirect,SET6,Not_Bound,NA
WBGene00011021,Indirect,SET6,Not_Bound,NA
WBGene00011052,Indirect,SET6,Not_Bound,NA
WBGene00011061,Indirect,SET2,Not_Bound,NA
WBGene00011062,Indirect,SET2,Not_Bound,NA
WBGene00011066,Indirect,SET2,Not_Bound,NA
WBGene00011074,Indirect,SET6,Embryo_Specific,NA
WBGene00011074,Indirect,SET6,Increasing,NA
WBGene00011074,Indirect,SET6,Increasing,NA
WBGene00011076,Direct,SET6,Larval,ClassA
WBGene00011076,Direct,SET6,Larval,ClassA
WBGene00011077,Indirect,SET6,Not_Bound,NA
WBGene00011081,Indirect,SET2,Larval,NA
WBGene00011083,Direct,SET3,Increasing,ClassB
WBGene00011087,Indirect,SET1,Not_Bound,NA
WBGene00011089,Indirect,SET6,Not_Bound,NA
WBGene00011094,Direct,SET6,L3_High,ClassA
WBGene00011100,Indirect,SET4,Increasing,NA
WBGene00011102,Direct,SET6,Larval,ClassA
WBGene00011102,Direct,SET6,Larval,ClassA
WBGene00011102,Direct,SET6,Increasing,ClassA
WBGene00011112,Indirect,SET2,Not_Bound,NA
WBGene00011121,Indirect,SET6,Not_Bound,NA
WBGene00011130,Indirect,SET3,Increasing,NA
WBGene00011130,Indirect,SET3,Increasing,NA
WBGene00011130,Indirect,SET3,Increasing,NA
WBGene00011130,Indirect,SET3,Increasing,NA
WBGene00011140,Indirect,SET6,Not_Bound,NA
WBGene00011155,Indirect,SET2,Not_Bound,NA
WBGene00011166,Indirect,SET6,Not_Bound,NA
WBGene00011167,Direct,SET6,Increasing,ClassA
WBGene00011180,Indirect,SET2,Not_Bound,NA
WBGene00011181,Direct,SET6,L3_High,ClassA
WBGene00011182,Direct,SET6,Larval,ClassB
WBGene00011182,Direct,SET6,Increasing,ClassB
WBGene00011182,Direct,SET6,Increasing,ClassB
WBGene00011188,Indirect,SET1,Not_Bound,NA
WBGene00011197,Indirect,SET6,Not_Bound,NA
WBGene00011207,Direct,SET3,Increasing,ClassB
WBGene00011207,Direct,SET3,Increasing,ClassB
WBGene00011207,Direct,SET3,Increasing,ClassB
WBGene00011207,Direct,SET3,Larval,ClassB
WBGene00011207,Direct,SET3,Increasing,ClassB
WBGene00011207,Direct,SET3,Larval,ClassB
WBGene00011209,Indirect,SET6,Increasing,NA
WBGene00011209,Indirect,SET6,Larval,NA
WBGene00011209,Indirect,SET6,L3_High,NA
WBGene00011209,Indirect,SET6,Increasing,NA
WBGene00011212,Direct,SET6,Larval,ClassA
WBGene00011213,Indirect,SET6,L3_High,NA
WBGene00011213,Indirect,SET6,Increasing,NA
WBGene00011217,Direct,SET6,Larval,ClassA
WBGene00011222,Direct,SET6,L3_High,ClassA
WBGene00011227,Indirect,SET1,Not_Changing,NA
WBGene00011236,Indirect,SET2,Not_Bound,NA
WBGene00011238,Indirect,SET6,Not_Bound,NA
WBGene00011252,Indirect,SET2,Not_Bound,NA
WBGene00011258,Indirect,SET2,Not_Bound,NA
WBGene00011262,Direct,SET6,Larval,ClassA
WBGene00011268,Direct,SET1,Larval,ClassD
WBGene00011275,Indirect,SET2,L3_High,NA
WBGene00011284,Indirect,SET2,Not_Bound,NA
WBGene00011285,Indirect,SET1,Not_Bound,NA
WBGene00011286,Indirect,SET2,Not_Bound,NA
WBGene00011287,Indirect,SET6,Not_Bound,NA
WBGene00011291,Indirect,SET6,Increasing,NA
WBGene00011292,Direct,SET2,Increasing,ClassD
WBGene00011302,Indirect,SET2,Not_Bound,NA
WBGene00011310,Indirect,SET2,Not_Bound,NA
WBGene00011317,Indirect,SET6,Not_Bound,NA
WBGene00011321,Direct,SET6,Increasing,ClassA
WBGene00011321,Direct,SET6,Increasing,ClassA
WBGene00011324,Indirect,SET2,Not_Bound,NA
WBGene00011328,Indirect,SET6,Not_Bound,NA
WBGene00011330,Direct,SET6,Larval,ClassB
WBGene00011340,Indirect,SET6,Larval,NA
WBGene00011350,Indirect,SET2,Not_Bound,NA
WBGene00011361,Indirect,SET3,Not_Changing,NA
WBGene00011363,Indirect,SET2,Not_Bound,NA
WBGene00011364,Direct,SET3,Increasing,ClassB
WBGene00011374,Direct,SET6,Larval,ClassA
WBGene00011374,Direct,SET6,Increasing,ClassA
WBGene00011376,Indirect,SET2,Increasing,NA
WBGene00011376,Indirect,SET2,Increasing,NA
WBGene00011380,Indirect,SET6,Not_Bound,NA
WBGene00011381,Indirect,SET6,Not_Bound,NA
WBGene00011385,Indirect,SET2,Not_Bound,NA
WBGene00011397,Indirect,SET6,Increasing,NA
WBGene00011399,Direct,SET2,Increasing,ClassC
WBGene00011423,Direct,SET2,Increasing,ClassC
WBGene00011423,Direct,SET2,Increasing,ClassC
WBGene00011423,Direct,SET2,Increasing,ClassC
WBGene00011423,Direct,SET2,Increasing,ClassC
WBGene00011427,Direct,SET2,Not_Changing,ClassC
WBGene00011430,Direct,SET6,Larval,ClassA
WBGene00011436,Indirect,SET6,Not_Bound,NA
WBGene00011437,Direct,SET6,Increasing,ClassA
WBGene00011439,Indirect,SET4,Increasing,NA
WBGene00011450,Indirect,SET6,Not_Bound,NA
WBGene00011464,Indirect,SET2,Not_Bound,NA
WBGene00011480,Direct,SET2,L3_High,ClassC
WBGene00011480,Direct,SET2,Larval,ClassC
WBGene00011487,Direct,SET6,Increasing,ClassA
WBGene00011487,Direct,SET6,Increasing,ClassA
WBGene00011489,Indirect,SET2,Not_Bound,NA
WBGene00011494,Indirect,SET2,Not_Bound,NA
WBGene00011495,Direct,SET6,L3_High,ClassA
WBGene00011495,Direct,SET6,Increasing,ClassA
WBGene00011498,Indirect,SET1,Not_Bound,NA
WBGene00011513,Indirect,SET2,Not_Bound,NA
WBGene00011521,Indirect,SET2,Not_Bound,NA
WBGene00011522,Indirect,SET6,Not_Bound,NA
WBGene00011524,Direct,SET2,Increasing,ClassD
WBGene00011533,Indirect,SET6,Not_Bound,NA
WBGene00011539,Indirect,SET2,Not_Bound,NA
WBGene00011560,Indirect,SET2,Increasing,NA
WBGene00011571,Direct,SET1,Increasing,ClassD
WBGene00011578,Direct,SET6,Larval,ClassA
WBGene00011578,Direct,SET6,Increasing,ClassA
WBGene00011578,Direct,SET6,Increasing,ClassA
WBGene00011597,Indirect,SET2,Not_Bound,NA
WBGene00011600,Indirect,SET2,Not_Bound,NA
WBGene00011601,Indirect,SET2,Not_Bound,NA
WBGene00011638,Direct,SET2,Increasing,ClassC
WBGene00011638,Direct,SET2,Increasing,ClassC
WBGene00011643,Indirect,SET2,Not_Bound,NA
WBGene00011668,Indirect,SET6,Increasing,NA
WBGene00011670,Indirect,SET6,Larval,NA
WBGene00011670,Indirect,SET6,Increasing,NA
WBGene00011672,Direct,SET2,Larval,ClassD
WBGene00011683,Indirect,SET2,Not_Bound,NA
WBGene00011698,Indirect,SET6,Not_Changing,NA
WBGene00011713,Indirect,SET2,Not_Bound,NA
WBGene00011724,Indirect,SET2,Not_Bound,NA
WBGene00011725,Direct,SET2,Increasing,ClassC
WBGene00011725,Direct,SET2,Increasing,ClassC
WBGene00011725,Direct,SET2,Increasing,ClassC
WBGene00011725,Direct,SET2,Increasing,ClassC
WBGene00011726,Indirect,SET2,Not_Bound,NA
WBGene00011733,Direct,SET6,Larval,ClassA
WBGene00011736,Indirect,SET2,Increasing,NA
WBGene00011737,Direct,SET2,Larval,ClassC
WBGene00011737,Direct,SET2,Increasing,ClassC
WBGene00011739,Indirect,SET2,Not_Bound,NA
WBGene00011745,Indirect,SET6,Not_Bound,NA
WBGene00011756,Direct,SET2,Larval,ClassD
WBGene00011756,Direct,SET2,L3_High,ClassD
WBGene00011756,Direct,SET2,L3_High,ClassD
WBGene00011798,Indirect,SET6,Not_Bound,NA
WBGene00011801,Direct,SET6,Increasing,ClassA
WBGene00011801,Direct,SET6,Increasing,ClassA
WBGene00011802,Indirect,SET3,Increasing,NA
WBGene00011803,Direct,SET6,L3_High,ClassA
WBGene00011803,Direct,SET6,Increasing,ClassA
WBGene00011804,Indirect,SET2,Not_Bound,NA
WBGene00011805,Indirect,SET2,Not_Bound,NA
WBGene00011809,Indirect,SET1,Not_Bound,NA
WBGene00011821,Direct,SET6,Larval,ClassB
WBGene00011821,Direct,SET6,Increasing,ClassB
WBGene00011831,Indirect,SET2,Not_Bound,NA
WBGene00011835,Direct,SET3,L3_High,ClassC
WBGene00011835,Direct,SET3,Increasing,ClassC
WBGene00011841,Indirect,SET2,Not_Bound,NA
WBGene00011844,Direct,SET2,Larval,ClassC
WBGene00011844,Direct,SET2,Larval,ClassC
WBGene00011846,Indirect,SET2,Not_Bound,NA
WBGene00011847,Indirect,SET2,Not_Bound,NA
WBGene00011852,Direct,SET4,Larval,ClassB
WBGene00011853,Direct,SET3,Larval,ClassC
WBGene00011856,Indirect,SET3,Increasing,NA
WBGene00011870,Indirect,SET2,Not_Bound,NA
WBGene00011880,Indirect,SET1,Not_Bound,NA
WBGene00011886,Indirect,SET1,Not_Bound,NA
WBGene00011893,Direct,SET6,Increasing,ClassA
WBGene00011893,Direct,SET6,Larval,ClassA
WBGene00011893,Direct,SET6,Increasing,ClassA
WBGene00011894,Indirect,SET2,Not_Bound,NA
WBGene00011898,Indirect,SET2,Not_Bound,NA
WBGene00011908,Indirect,SET2,L3_High,NA
WBGene00011925,Indirect,SET2,Not_Bound,NA
WBGene00011932,Direct,SET2,Increasing,ClassC
WBGene00011932,Direct,SET2,Increasing,ClassC
WBGene00011935,Indirect,SET2,Not_Bound,NA
WBGene00011936,Direct,SET6,Larval,ClassA
WBGene00011936,Direct,SET6,Larval,ClassA
WBGene00011945,Indirect,SET2,Not_Bound,NA
WBGene00011956,Indirect,SET6,L3_High,NA
WBGene00011959,Indirect,SET2,Not_Bound,NA
WBGene00011960,Indirect,SET2,Not_Bound,NA
WBGene00011978,Indirect,SET2,Not_Changing,NA
WBGene00011978,Indirect,SET2,L3_High,NA
WBGene00011986,Indirect,SET2,Not_Bound,NA
WBGene00011988,Indirect,SET2,Not_Bound,NA
WBGene00011997,Indirect,SET6,Not_Bound,NA
WBGene00012013,Indirect,SET6,Increasing,NA
WBGene00012017,Direct,SET2,Increasing,ClassC
WBGene00012017,Direct,SET2,Larval,ClassC
WBGene00012018,Direct,SET6,Larval,ClassB
WBGene00012018,Direct,SET6,Larval,ClassB
WBGene00012018,Direct,SET6,Increasing,ClassB
WBGene00012018,Direct,SET6,L3_High,ClassB
WBGene00012020,Indirect,SET1,Not_Bound,NA
WBGene00012026,Indirect,SET2,Not_Bound,NA
WBGene00012027,Indirect,SET3,Larval,NA
WBGene00012028,Indirect,SET3,Not_Bound,NA
WBGene00012035,Indirect,SET6,Not_Bound,NA
WBGene00012069,Indirect,SET4,Not_Bound,NA
WBGene00012070,Direct,SET6,Increasing,ClassA
WBGene00012070,Direct,SET6,Increasing,ClassA
WBGene00012070,Direct,SET6,Increasing,ClassA
WBGene00012070,Direct,SET6,Increasing,ClassA
WBGene00012084,Indirect,SET2,Not_Bound,NA
WBGene00012085,Indirect,SET6,Not_Bound,NA
WBGene00012091,Indirect,SET3,Not_Bound,NA
WBGene00012095,Indirect,SET2,Not_Changing,NA
WBGene00012101,Direct,SET2,Larval,ClassC
WBGene00012101,Direct,SET2,Increasing,ClassC
WBGene00012101,Direct,SET2,Increasing,ClassC
WBGene00012103,Indirect,SET6,Not_Bound,NA
WBGene00012104,Indirect,SET2,Not_Bound,NA
WBGene00012109,Indirect,SET2,Not_Bound,NA
WBGene00012112,Indirect,SET2,Not_Bound,NA
WBGene00012118,Indirect,SET5,Not_Bound,NA
WBGene00012123,Indirect,SET6,Not_Bound,NA
WBGene00012134,Indirect,SET6,Increasing,NA
WBGene00012143,Indirect,SET6,Not_Bound,NA
WBGene00012144,Direct,SET3,Increasing,ClassC
WBGene00012148,Indirect,SET2,Not_Bound,NA
WBGene00012152,Indirect,SET6,Not_Changing,NA
WBGene00012162,Direct,SET2,Larval,ClassC
WBGene00012163,Indirect,SET2,Increasing,NA
WBGene00012175,Indirect,SET2,Not_Bound,NA
WBGene00012176,Indirect,SET1,Not_Bound,NA
WBGene00012182,Direct,SET2,L3_High,ClassD
WBGene00012182,Direct,SET2,L3_High,ClassD
WBGene00012182,Direct,SET2,Increasing,ClassD
WBGene00012196,Indirect,SET2,Not_Bound,NA
WBGene00012201,Direct,SET6,Increasing,ClassA
WBGene00012202,Indirect,SET6,Not_Bound,NA
WBGene00012208,Indirect,SET2,L3_High,NA
WBGene00012210,Indirect,SET2,Increasing,NA
WBGene00012236,Indirect,SET2,Not_Changing,NA
WBGene00012241,Direct,SET1,L3_High,ClassD
WBGene00012241,Direct,SET1,Increasing,ClassD
WBGene00012251,Direct,SET6,Increasing,ClassA
WBGene00012251,Direct,SET6,Increasing,ClassA
WBGene00012252,Indirect,SET6,Not_Bound,NA
WBGene00012253,Direct,SET6,Increasing,ClassA
WBGene00012275,Indirect,SET6,Not_Bound,NA
WBGene00012276,Indirect,SET2,Not_Bound,NA
WBGene00012279,Indirect,SET6,Not_Bound,NA
WBGene00012295,Direct,SET2,Increasing,ClassC
WBGene00012306,Indirect,SET2,Not_Bound,NA
WBGene00012315,Indirect,SET2,Not_Bound,NA
WBGene00012319,Direct,SET2,Increasing,ClassC
WBGene00012323,Direct,SET3,Increasing,ClassC
WBGene00012323,Direct,SET3,Larval,ClassC
WBGene00012323,Direct,SET3,Increasing,ClassC
WBGene00012332,Direct,SET5,Increasing,ClassA
WBGene00012356,Indirect,SET2,Not_Bound,NA
WBGene00012360,Direct,SET1,Increasing,ClassD
WBGene00012360,Direct,SET1,L3_High,ClassD
WBGene00012387,Direct,SET2,Larval,ClassC
WBGene00012387,Direct,SET2,L3_High,ClassC
WBGene00012404,Direct,SET6,Increasing,ClassA
WBGene00012404,Direct,SET6,Increasing,ClassA
WBGene00012404,Direct,SET6,Increasing,ClassA
WBGene00012407,Direct,SET6,Increasing,ClassA
WBGene00012407,Direct,SET6,Larval,ClassA
WBGene00012407,Direct,SET6,Increasing,ClassA
WBGene00012412,Indirect,SET6,Not_Bound,NA
WBGene00012431,Indirect,SET2,Not_Bound,NA
WBGene00012435,Indirect,SET2,Not_Bound,NA
WBGene00012445,Direct,SET3,Increasing,ClassB
WBGene00012445,Direct,SET3,Increasing,ClassB
WBGene00012445,Direct,SET3,Larval,ClassB
WBGene00012449,Indirect,SET1,Not_Bound,NA
WBGene00012450,Indirect,SET1,Increasing,NA
WBGene00012451,Indirect,SET1,Not_Bound,NA
WBGene00012456,Indirect,SET6,Increasing,NA
WBGene00012456,Indirect,SET6,L3_High,NA
WBGene00012462,Indirect,SET2,L3_High,NA
WBGene00012464,Direct,SET2,Increasing,ClassC
WBGene00012467,Direct,SET2,L3_High,ClassC
WBGene00012472,Direct,SET1,Increasing,ClassD
WBGene00012472,Direct,SET1,Increasing,ClassD
WBGene00012472,Direct,SET1,Increasing,ClassD
WBGene00012478,Indirect,SET1,L3_High,NA
WBGene00012481,Indirect,SET2,Not_Bound,NA
WBGene00012491,Indirect,SET4,Not_Bound,NA
WBGene00012518,Direct,SET3,L3_High,ClassC
WBGene00012525,Direct,SET3,Increasing,ClassC
WBGene00012525,Direct,SET3,Larval,ClassC
WBGene00012527,Indirect,SET2,Not_Bound,NA
WBGene00012529,Direct,SET4,Increasing,ClassB
WBGene00012529,Direct,SET4,Larval,ClassB
WBGene00012529,Direct,SET4,Increasing,ClassB
WBGene00012529,Direct,SET4,Increasing,ClassB
WBGene00012530,Indirect,SET3,Larval,NA
WBGene00012530,Indirect,SET3,Increasing,NA
WBGene00012531,Direct,SET3,L3_High,ClassB
WBGene00012531,Direct,SET3,Increasing,ClassB
WBGene00012533,Direct,SET6,Increasing,ClassA
WBGene00012533,Direct,SET6,Larval,ClassA
WBGene00012543,Indirect,SET2,Not_Bound,NA
WBGene00012554,Indirect,SET2,L3_High,NA
WBGene00012559,Indirect,SET2,Not_Bound,NA
WBGene00012564,Indirect,SET2,Not_Bound,NA
WBGene00012565,Indirect,SET2,Not_Bound,NA
WBGene00012566,Indirect,SET2,Not_Bound,NA
WBGene00012567,Indirect,SET2,Not_Bound,NA
WBGene00012573,Indirect,SET2,Not_Bound,NA
WBGene00012577,Indirect,SET1,Not_Bound,NA
WBGene00012582,Direct,SET3,Larval,ClassB
WBGene00012583,Indirect,SET3,Increasing,NA
WBGene00012595,Indirect,SET5,Not_Bound,NA
WBGene00012612,Indirect,SET6,Not_Bound,NA
WBGene00012622,Indirect,SET2,Not_Bound,NA
WBGene00012624,Indirect,SET2,Not_Bound,NA
WBGene00012628,Indirect,SET2,Not_Bound,NA
WBGene00012629,Direct,SET2,Increasing,ClassC
WBGene00012632,Indirect,SET2,Not_Bound,NA
WBGene00012633,Indirect,SET6,Not_Bound,NA
WBGene00012634,Direct,SET1,Larval,ClassD
WBGene00012659,Indirect,SET2,Not_Bound,NA
WBGene00012664,Direct,SET2,Larval,ClassC
WBGene00012664,Direct,SET2,Increasing,ClassC
WBGene00012668,Direct,SET2,Larval,ClassD
WBGene00012669,Indirect,SET6,Not_Bound,NA
WBGene00012682,Indirect,SET6,Not_Bound,NA
WBGene00012699,Direct,SET3,L3_High,ClassB
WBGene00012699,Direct,SET3,Increasing,ClassB
WBGene00012700,Indirect,SET2,Not_Bound,NA
WBGene00012715,Indirect,SET2,Not_Bound,NA
WBGene00012728,Indirect,SET6,Not_Bound,NA
WBGene00012747,Indirect,SET6,Increasing,NA
WBGene00012757,Indirect,SET2,Not_Bound,NA
WBGene00012760,Indirect,SET6,Not_Bound,NA
WBGene00012782,Direct,SET3,Larval,ClassB
WBGene00012782,Direct,SET3,Larval,ClassB
WBGene00012791,Direct,SET2,Not_Changing,ClassD
WBGene00012791,Direct,SET2,L3_High,ClassD
WBGene00012802,Direct,SET5,L3_High,ClassA
WBGene00012812,Indirect,SET1,Not_Bound,NA
WBGene00012814,Indirect,SET1,Increasing,NA
WBGene00012816,Indirect,SET6,Not_Bound,NA
WBGene00012822,Indirect,SET3,Not_Bound,NA
WBGene00012823,Indirect,SET6,Larval,NA
WBGene00012824,Indirect,SET4,Not_Bound,NA
WBGene00012828,Indirect,SET5,Not_Changing,NA
WBGene00012834,Direct,SET6,L3_High,ClassA
WBGene00012835,Indirect,SET2,Not_Bound,NA
WBGene00012840,Indirect,SET6,Not_Bound,NA
WBGene00012845,Indirect,SET2,Not_Changing,NA
WBGene00012845,Indirect,SET2,Not_Changing,NA
WBGene00012853,Indirect,SET6,Increasing,NA
WBGene00012875,Indirect,SET1,Not_Bound,NA
WBGene00012879,Indirect,SET2,Not_Bound,NA
WBGene00012883,Indirect,SET6,Not_Bound,NA
WBGene00012891,Indirect,SET2,Not_Bound,NA
WBGene00012901,Indirect,SET1,Not_Bound,NA
WBGene00012909,Indirect,SET1,L3_High,NA
WBGene00012909,Indirect,SET1,Increasing,NA
WBGene00012910,Indirect,SET3,Not_Bound,NA
WBGene00012919,Indirect,SET6,L3_High,NA
WBGene00012919,Indirect,SET6,Increasing,NA
WBGene00012923,Indirect,SET1,L3_High,NA
WBGene00012947,Indirect,SET4,Increasing,NA
WBGene00012959,Indirect,SET3,L3_High,NA
WBGene00012961,Indirect,SET3,Not_Bound,NA
WBGene00012968,Direct,SET6,Increasing,ClassA
WBGene00012970,Direct,SET6,L3_High,ClassA
WBGene00012970,Direct,SET6,L3_High,ClassA
WBGene00012972,Direct,SET2,Increasing,ClassD
WBGene00012972,Direct,SET2,Increasing,ClassD
WBGene00012980,Indirect,SET2,Not_Bound,NA
WBGene00013004,Indirect,SET5,Not_Bound,NA
WBGene00013008,Indirect,SET6,Not_Bound,NA
WBGene00013013,Indirect,SET2,Not_Bound,NA
WBGene00013019,Indirect,SET2,Not_Bound,NA
WBGene00013025,Direct,SET2,Increasing,ClassC
WBGene00013025,Direct,SET2,L3_High,ClassC
WBGene00013025,Direct,SET2,Larval,ClassC
WBGene00013030,Indirect,SET2,Not_Bound,NA
WBGene00013035,Indirect,SET6,Not_Bound,NA
WBGene00013037,Direct,SET6,Increasing,ClassA
WBGene00013073,Direct,SET3,Increasing,ClassC
WBGene00013073,Direct,SET3,Larval,ClassC
WBGene00013073,Direct,SET3,Increasing,ClassC
WBGene00013077,Indirect,SET6,Not_Bound,NA
WBGene00013079,Indirect,SET2,Not_Bound,NA
WBGene00013080,Direct,SET4,Larval,ClassB
