Gene,baseMean,log2FoldChange,lfcMLE,lfcSE,stat,pvalue,padj
C55A6.3,7.585200431,-2.274238,-2.340221117,0.916395418,-2.154351671,0.031212604,0.043216991
C55A6.4,23.93102349,-3.583355071,-3.637228585,0.666730559,-4.924560644,8.46E-07,1.73E-06
C55A6.5,5.889076748,-0.959921203,-0.986183639,0.893871674,-0.738272867,0.460348651,0.518641066
C44H9.4,229.8646248,3.467565983,3.471153715,0.177902421,17.80507515,6.45E-71,6.52E-70
W10C8.5,1186.73001,2.655398388,2.656918363,0.132337826,17.79837598,7.27E-71,7.34E-70
C55A6.9,459.4666035,-4.078922322,-4.083577982,0.186447004,-20.26807743,2.46E-91,3.42E-90
C55B6.1,150.6186698,0.15314559,0.153366669,0.210570551,0,1,1
Y41C4A.8,177.670778,4.129638432,4.1358904,0.215201813,17.79556773,7.65E-71,7.71E-70
C55B7.1,1230.508577,-7.677705661,-7.702666,0.3140877,-23.48931736,5.24E-122,1.13E-120
C55B7.11,110.8861151,-6.074919342,-6.14957445,0.599617954,-9.630998049,5.92E-22,2.14E-21
C55B7.2,22.37368415,-2.442132787,-2.47537231,0.640834861,-3.342721999,0.00082961,0.001363786
Y87G2A.2,547.5924911,3.778123787,3.782834898,0.195559207,17.78552818,9.15E-71,9.21E-70
C18H7.11,342.86496,6.894935869,6.926316836,0.371138596,17.76946924,1.22E-70,1.22E-69
C55B7.5,439.1607758,-3.047774449,-3.050441097,0.163296066,-16.82694828,1.55E-63,1.38E-62
C55B7.6,2.439143465,0.3962937,0.420529749,1.283103212,0.075047509,0.940176912,1
C55B7.8,240.5272887,-2.184238234,-2.186447056,0.175627035,-10.72863431,7.47E-27,3.06E-26
C55B7.9,124.0963846,-2.167990892,-2.171564714,0.22449085,-8.321011281,8.72E-17,2.74E-16
C55C2.1,1.188672225,-2.612792651,-3.010931019,1.889115336,-1.224272868,0.220849308,0.264653071
C55C2.2,4.245967856,-4.256254998,-4.838396247,1.815966535,-2.178594661,0.029361793,0.040810691
C55C2.5,34.16381013,-0.208200924,-0.20906387,0.354492976,0,1,1
C55C3.1,2.29374902,-3.568692519,-3.95310723,1.648293863,-1.983076315,0.047358906,0.063974125
C55C3.3,16.12303652,-6.312610401,-6.766047348,1.387686432,-4.332830718,1.47E-05,2.78E-05
C55C3.4,2.207166168,-3.333631905,-3.892091022,1.957817312,-1.549496925,0.12126231,0.153212486
C55C3.5,476.375143,-7.475873047,-7.529325105,0.461171738,-15.56008849,1.36E-54,1.02E-53
Y39B6A.24,320.5797372,5.676626108,5.69370436,0.302783032,17.75735608,1.51E-70,1.52E-69
F38B7.1,671.8210615,2.681875139,2.683455354,0.134255055,17.74141862,2.01E-70,2.01E-69
C56A3.1,2.797843129,-0.40600335,-0.433314074,1.329687092,-0.079720523,0.936459537,0.99847581
F49C12.14,263.304427,4.354278308,4.361713332,0.228629588,17.7329555,2.33E-70,2.34E-69
Y32F6A.4,1030.901459,3.317579481,3.320723641,0.170251231,17.72427405,2.72E-70,2.72E-69
C56A3.4,199.1348765,0.30939618,0.309630352,0.152437743,0.061639459,0.950849953,1
C56A3.5,204.4952889,-2.297578232,-2.301080984,0.216413765,-9.230365859,2.70E-20,9.35E-20
C56A3.6,144.0802256,-1.28519369,-1.287534347,0.234989606,-4.19249901,2.76E-05,5.12E-05
C56A3.7,8.206277905,0.742936596,0.762519878,0.873146946,0.507287574,0.611953056,0.674669611
C56A3.8,86.05822335,-7.865989278,-8.218576438,1.096241512,-6.901754032,5.14E-12,1.36E-11
C56C10.1,244.4222696,-3.473302814,-3.478714468,0.217923693,-14.56153192,4.93E-48,3.20E-47
C56C10.10,190.342003,-0.964217909,-0.965018336,0.159399857,-4.166991888,3.09E-05,5.71E-05
C56C10.11,344.5295286,0.136538509,0.136630533,0.14378991,0,1,1
C35C5.3,917.3860728,2.181721851,2.182525624,0.106319746,17.69870536,4.29E-70,4.28E-69
C56C10.13,406.2001624,-2.119849919,-2.121278686,0.1437617,-12.65879519,1.00E-36,5.18E-36
F31D5.5,529.6720273,4.536999413,4.545525101,0.239553813,17.6870464,5.28E-70,5.26E-69
C56C10.7,315.3346977,-0.450412906,-0.450774586,0.156649223,-0.96018929,0.336959956,0.389341376
C56C10.8,5523.685382,-1.602448496,-1.602729268,0.073289271,-17.7713393,1.18E-70,1.18E-69
C56C10.9,118.2408826,-3.609786916,-3.623424596,0.341696978,-9.686321876,3.45E-22,1.26E-21
Y53F4B.29,464.6502809,2.327988315,2.328986873,0.114698381,17.68105443,5.87E-70,5.85E-69
F55G11.8,214.9222231,5.777744221,5.796018807,0.309971263,17.67178083,6.92E-70,6.88E-69
ZK131.8,314.5880921,7.029016532,7.06310549,0.380997576,17.66157308,8.29E-70,8.23E-69
F19C7.4,267.1037434,6.706116461,6.735175016,0.362775546,17.65862263,8.73E-70,8.67E-69
C56E6.3,344.6751138,-4.684930439,-4.69592055,0.268866894,-16.30892659,8.53E-60,7.09E-59
C56E6.6,5.91512624,-1.428980305,-1.467843872,0.884817804,-1.275946642,0.201974382,0.244486404
C56E6.9,148.0660411,-3.018758507,-3.026991358,0.286647582,-9.484672754,2.43E-21,8.65E-21
C56G2.1,1916.44911,-0.127301368,-0.127338148,0.094045827,0,1,1
C56G2.15,74.44541801,-0.810542162,-0.812672338,0.283750223,-1.799266121,0.071976595,0.094431725
C56G2.3,78.17379222,-0.095989395,-0.096244181,0.285477365,0,1,1
C56G2.4,5.42814682,-4.868522649,-5.20451265,1.363470399,-3.350657742,0.000806199,0.001326659
C56G2.5,37.68002128,-6.721177937,-7.029040193,1.120277685,-5.73177349,9.94E-09,2.28E-08
F28C1.3,1195.455371,2.250817929,2.251714896,0.110489054,17.65620988,9.12E-70,9.04E-69
C56G2.7,1167.2207,-0.896650167,-0.897062429,0.118700484,-5.02651841,4.99E-07,1.04E-06
F58H12.1,427.3472331,2.476574509,2.477801592,0.123281188,17.65536616,9.25E-70,9.17E-69
F18F11.1,416.1452215,3.654443293,3.658745302,0.190195733,17.63679574,1.29E-69,1.27E-68
C56G3.2,15.19146338,1.546570072,1.566016643,0.609284463,2.045957427,0.04076056,0.05560111
C56G7.1,903.2651476,-0.063103905,-0.063151859,0.152280185,0,1,1
C56G7.2,1.771447858,0.235769937,0.254080054,1.438171884,0,1,1
C52D10.3,789.6612105,5.61852397,5.635451858,0.301734122,17.62652474,1.54E-69,1.52E-68
CC4.2,13.6479365,-6.192059854,-6.529679663,1.226769346,-4.802907633,1.56E-06,3.15E-06
CC4.3,312.2380199,-2.443971871,-2.446018084,0.16013688,-13.38837048,7.07E-41,3.97E-40
R08E3.2,790.2584366,4.024128923,4.030006591,0.211311623,17.62387165,1.62E-69,1.59E-68
CC8.2,220.936053,-0.853884619,-0.85524623,0.22142159,-2.501493278,0.012367079,0.018000929
CD4.1,4.693784719,-4.645271137,-4.987564897,1.402825097,-3.09751454,0.001951508,0.003096116
CD4.2,125.834357,0.583503611,0.584173054,0.187590994,1.511285828,0.130715643,0.164081157
CD4.3,152.6862888,-0.906232488,-0.907272583,0.187369226,-3.235496577,0.001214313,0.001965578
CD4.4,338.0432503,0.300560691,0.300753496,0.140177394,0.003999867,0.996808576,1
C38H2.2,827.106446,3.657534508,3.661889306,0.190597832,17.61580642,1.86E-69,1.83E-68
CD4.6,1460.6225,-0.762348575,-0.76260144,0.100807377,-4.586455742,4.51E-06,8.80E-06
CD4.7,89.44593704,-3.582504883,-3.599766074,0.386410395,-8.494866922,1.98E-17,6.34E-17
CD4.8,64.56570091,-4.480737839,-4.524705375,0.547980434,-7.629356047,2.36E-14,6.83E-14
CE7X_3.1,27.70490962,-1.781313213,-1.792540745,0.436069677,-3.3969645,0.000681378,0.00112832
F21C10.10,783.3129237,3.559871566,3.563863488,0.185121567,17.60935594,2.09E-69,2.05E-68
Y51H7BM.1,261.6776564,7.114219625,7.150099644,0.38763421,17.57899445,3.57E-69,3.50E-68
F26F12.3,2483.405149,3.191689991,3.194511352,0.164497676,17.57891085,3.57E-69,3.50E-68
D1005.2,18.6042972,-0.640726085,-0.646655566,0.530748386,-0.641972908,0.520890774,0.581322949
Y51H4A.17,225.5087674,3.777858695,3.782689737,0.197992402,17.56561696,4.52E-69,4.42E-68
R10E11.8,3095.66915,1.83808819,1.838548836,0.087633801,17.55131212,5.81E-69,5.68E-68
D1007.10,91.17684723,-0.664923877,-0.666434233,0.262441415,-1.390496532,0.164378152,0.202892457
F59B2.3,1033.002189,2.488226627,2.489490375,0.124735561,17.5429253,6.74E-69,6.58E-68
D1007.14,63.66417872,-3.332433019,-3.35215225,0.426258433,-7.114071622,1.13E-12,3.07E-12
ZC250.4,330.058803,3.201252401,3.204119624,0.16550861,17.52931405,8.56E-69,8.36E-68
D1007.16,317.0929706,-3.294329487,-3.300241098,0.235670954,-12.70555167,5.51E-37,2.87E-36
D1007.18,3.482412813,-0.365237981,-0.378776162,1.028399704,-0.063436405,0.949418998,1
F16B4.12,228.1783055,5.182823817,5.196110367,0.278786148,17.51458545,1.11E-68,1.08E-67
T26C12.6,781.8263158,4.949549257,4.961014857,0.26547362,17.51416675,1.12E-68,1.09E-67
D1007.4,50.93417891,-2.031591067,-2.039380087,0.340163369,-5.090468955,3.57E-07,7.50E-07
D1007.5,244.9268006,-2.180963051,-2.183400038,0.184734741,-10.18196708,2.39E-24,9.19E-24
F02D10.5,240.7004452,3.93493787,3.940508326,0.207556765,17.51298188,1.14E-68,1.11E-67
D1007.7,811.7430643,-1.707994935,-1.70888678,0.126320841,-11.1461808,7.47E-29,3.20E-28
D1007.8,85.77584069,-3.367979622,-3.380731749,0.338266095,-9.069722516,1.19E-19,4.07E-19
T07H3.1,229.6044259,6.945289526,6.978516533,0.379459281,17.51252339,1.15E-68,1.12E-67
D1009.2,195.3612008,-0.933595255,-0.935997599,0.280396088,-2.259643703,0.023843373,0.033504469
D1009.3,3.23527311,-4.109172145,-4.456182944,1.48874184,-2.558651905,0.01050789,0.015422097
D1009.4,29.56431583,-6.358846805,-6.663448332,1.130427563,-5.359783329,8.33E-08,1.81E-07
D1014.1,1.83585188,-3.263852828,-3.640583798,1.696267105,-1.747279552,0.080588858,0.104940441
D1014.2,8.000134015,-5.428305365,-5.764622254,1.299620164,-3.946003231,7.95E-05,0.000142813
F52E1.14,3117.137604,3.679773475,3.684252781,0.19305255,17.50701285,1.27E-68,1.23E-67
D1014.4,216.3518014,0.417722879,0.418021668,0.147975436,0.795556899,0.426289627,0.48339572
D1014.8,283.666657,-2.005319459,-2.007955941,0.200587943,-8.50160499,1.87E-17,5.99E-17
D1022.1,498.2147711,-0.20155196,-0.201645531,0.119145096,0,1,1
D1022.3,4.766424149,-0.669706939,-0.688141496,0.892203861,-0.41437496,0.678599524,0.742484632
C49C3.10,224.5490535,3.80473469,3.809743947,0.200344281,17.49355992,1.60E-68,1.56E-67
D1022.6,1.199418255,-2.637169615,-3.022308502,1.858761167,-1.257380268,0.208615971,0.251515152
D1022.7,1430.291009,-1.805907844,-1.806531923,0.102882399,-14.63717654,1.63E-48,1.06E-47
D1022.8,1.61505182,-2.082874289,-2.31957936,1.733900764,-1.02824471,0.303834732,0.353804974
D1022.9,1.099716565,-2.498066088,-2.896395593,1.920627687,-1.144451943,0.252436257,0.298888167
D1025.1,48.46914379,0.524142818,0.525581401,0.288762928,0.776217429,0.437620617,0.494924818
K03E6.7,357.8935874,2.918489064,2.920621833,0.149691424,17.49257905,1.63E-68,1.58E-67
Y67H2A.8,11235.15727,3.113263169,3.115897716,0.160967624,17.47719878,2.14E-68,2.06E-67
D1025.3,5.909995612,0.192610725,0.197456137,0.864997678,0,1,1
D1025.4,35.91989582,-7.560071003,-7.927575763,1.164500888,-6.234491596,4.53E-10,1.11E-09
D1025.6,22.84212854,-6.920905177,-7.275220041,1.192287866,-5.553109586,2.81E-08,6.28E-08
D1025.7,14.59548657,-6.280041196,-6.632422663,1.242998911,-4.810978629,1.50E-06,3.03E-06
D1025.8,15.82690079,-5.451593854,-5.748521505,1.1922524,-4.320891996,1.55E-05,2.93E-05
D1025.9,19.9656249,-6.734478998,-7.078684215,1.191346059,-5.401015892,6.63E-08,1.45E-07
D1037.1,403.2495428,-1.938497981,-1.939886772,0.147937894,-11.07558002,1.65E-28,7.00E-28
C08E8.4,488.7489282,7.853213626,7.902531117,0.432250147,17.47417248,2.25E-68,2.18E-67
Y44A6D.3,230.5970016,3.383844788,3.387293436,0.17656709,17.46556954,2.62E-68,2.53E-67
D1037.4,455.9509871,-1.816961291,-1.81911279,0.190828503,-7.949343367,1.88E-15,5.64E-15
D1037.5,3.796841994,-3.264500623,-3.560845917,1.465543647,-2.022799272,0.043093847,0.058612496
D1043.1,323.3879837,-4.093190764,-4.101869029,0.25630682,-14.79941407,1.48E-49,9.87E-49
C06G3.1,271.6414194,3.918021352,3.923504126,0.207203738,17.46117798,2.83E-68,2.72E-67
D1044.2,23.1640795,-5.304453665,-5.511535998,1.04468793,-4.790381437,1.66E-06,3.34E-06
D1044.3,15.45162949,-2.653618315,-2.710901018,0.80819522,-2.912190343,0.003589039,0.005547394
D1044.6,840.3867134,-3.616702074,-3.619280031,0.148086203,-22.39710394,4.20E-111,7.89E-110
D1044.7,3.799591151,-0.75535355,-0.806626992,1.372469303,-0.331776856,0.740057762,0.804311442
D1044.8,2.005389979,-3.366171781,-3.756637478,1.698257123,-1.805481478,0.070999371,0.093259645
D1046.1,582.0370923,-1.170993412,-1.171532744,0.118738979,-7.335362128,2.21E-13,6.18E-13
D1046.2,212.192475,-3.553329761,-3.559902151,0.237035636,-13.72506608,7.19E-43,4.18E-42
D1046.3,119.7427723,-1.398650558,-1.402636919,0.296214891,-3.708964643,0.000208108,0.000360815
D1046.4,5.96545278,-5.0088844,-5.337316044,1.332649155,-3.533476447,0.000410133,0.000693034
F58A4.7,742.2173044,2.832890173,2.834838187,0.145129231,17.45265339,3.29E-68,3.15E-67
D1046.7,12.90475992,-2.215415693,-2.250669129,0.689496239,-2.777992953,0.00546958,0.008286618
ZK131.2,274.5185512,7.000983776,7.034999815,0.384268244,17.43829703,4.22E-68,4.05E-67
F08F8.7,637.0110902,2.228154658,2.229043026,0.110575431,17.43746006,4.29E-68,4.10E-67
Y48C3A.4,632.0426372,2.837729329,2.839687883,0.14553555,17.43717823,4.31E-68,4.12E-67
ZK154.4,308.4512973,2.926605823,2.928783026,0.150839548,17.41324385,6.55E-68,6.25E-67
D1054.10,1199.301305,-8.43396487,-8.487672256,0.436129514,-18.65034262,1.25E-77,1.42E-76
D1054.11,1956.462673,-9.383571458,-9.447655282,0.451925852,-20.09969425,7.42E-90,1.01E-88
D1054.13,93.6703315,-4.519972793,-4.546378109,0.419521836,-10.05900632,8.38E-24,3.18E-23
D1054.14,358.692921,-4.318019713,-4.325508656,0.229720883,-17.49087702,1.68E-68,1.63E-67
D1054.15,513.1188354,-3.771909687,-3.775110136,0.16110255,-21.55092948,5.19E-103,8.67E-102
Y34F4.4,293.1833942,7.764676183,7.812346293,0.428697567,17.41245287,6.64E-68,6.33E-67
D1054.2,1492.171115,-0.781507345,-0.781676765,0.081508137,-5.907475747,3.47E-09,8.15E-09
D1054.3,368.5863599,-1.762721179,-1.764206052,0.160806593,-9.096151822,9.36E-20,3.20E-19
T14F9.1,2856.762841,1.966969398,1.967558284,0.095775717,17.40492732,7.57E-68,7.21E-67
F08A8.1,919.7618463,2.245189728,2.246106219,0.111788776,17.40058161,8.17E-68,7.78E-67
F53E10.4,684.905755,4.765322471,4.775644207,0.256624542,17.40021606,8.22E-68,7.82E-67
D1069.2,7.506960225,-5.34025634,-5.668001733,1.29385827,-3.895524306,9.80E-05,0.00017462
D1069.3,270.0244267,-0.616128807,-0.616545325,0.143771359,-2.198830207,0.027889998,0.038877129
D1069.4,6.698575104,-5.16509731,-5.499489072,1.324848404,-3.672191698,0.000240479,0.000414552
D1073.1,1.710471519,-3.075714879,-3.532731055,1.872304927,-1.48251219,0.138204062,0.172955452
D1081.12,2.613131943,-3.513414132,-4.136835959,2.000378879,-1.60640275,0.108185447,0.137810149
D1081.2,19.3504818,-5.752880605,-6.043427331,1.156364585,-4.715537533,2.41E-06,4.78E-06
D1081.6,30.51086826,-7.33122155,-7.692413797,1.171642685,-6.001165407,1.96E-09,4.64E-09
D1081.7,1808.824051,-8.161011138,-8.187308719,0.311615959,-25.22659999,2.05E-140,5.62E-139
D1081.8,1173.557935,-2.802261903,-2.803187292,0.100576662,-24.87915036,1.25E-136,3.24E-135
D1081.9,107.6506974,-6.965616116,-7.127534281,0.806996155,-8.25978671,1.46E-16,4.54E-16
D1086.1,13.8688981,-6.20716004,-6.558645147,1.248129221,-4.732811269,2.21E-06,4.41E-06
D1086.10,577.4330639,-7.758267394,-7.817988537,0.479482716,-15.55482011,1.48E-54,1.10E-53
D1086.11,355.0147901,-9.847051599,-10.26914949,1.070677467,-8.916832464,4.80E-19,1.60E-18
D1086.12,23.57409226,-6.960590309,-7.322007941,1.200000441,-5.550489886,2.85E-08,6.37E-08
D1086.17,5.99999752,-4.764600698,-5.338377052,1.727360056,-2.58463815,0.009748124,0.014366807
D1086.18,1.948072814,-3.270317355,-3.713399891,1.806213179,-1.644499879,0.100072989,0.128187763
D1086.19,1.773148915,-3.201266656,-3.580861282,1.713349018,-1.693330796,0.090392519,0.116718322
D1086.2,2.10391805,-3.467061426,-3.8386815,1.646127951,-1.923946084,0.054361342,0.072814182
D1086.3,62.17010636,-3.837451599,-3.867953818,0.484415631,-7.30251332,2.82E-13,7.87E-13
D1086.4,62.29805846,-8.325485234,-8.719550551,1.150409894,-6.976196289,3.03E-12,8.12E-12
D1086.5,8.182790953,-5.432188979,-5.790831162,1.336673922,-3.839522036,0.000123274,0.000217672
D1086.6,256.0962225,-9.390023618,-9.79723726,1.081205687,-8.407302817,4.20E-17,1.33E-16
D1086.7,113.429072,-7.502153778,-7.760552117,0.951870119,-7.566319855,3.84E-14,1.10E-13
D1086.8,15.70565862,-2.120817201,-2.164084952,0.773193971,-2.354929382,0.018526226,0.026418007
D2005.1,119.8345866,-1.558830294,-1.561380454,0.223555391,-5.63095476,1.79E-08,4.05E-08
D2005.2,8.698005259,-5.542692004,-5.877194424,1.284018299,-4.083035271,4.45E-05,8.13E-05
D2005.3,166.474841,-1.694671341,-1.697781313,0.237892147,-5.862620348,4.56E-09,1.06E-08
D2005.4,371.2855338,-7.266068378,-7.323745213,0.485626146,-14.3445085,1.15E-46,7.25E-46
D2005.5,429.8087772,-4.568733727,-4.575800451,0.216916464,-19.67915964,3.25E-86,4.21E-85
D2005.6,2.404796335,-3.655563751,-4.019895704,1.595886783,-2.10263271,0.035497888,0.048850987
D2005.7,145.2623184,-5.893369942,-5.942743541,0.497945971,-11.23288524,2.81E-29,1.22E-28
F19C7.2,259.6309259,3.96580468,3.971569437,0.211249553,17.35295824,1.87E-67,1.78E-66
F18F11.5,258.355309,3.304501556,3.307749727,0.173141484,17.35286941,1.88E-67,1.78E-66
D2007.4,199.4525865,-2.144117728,-2.1470102,0.20324647,-9.073307545,1.15E-19,3.94E-19
C24B5.4,205.9381647,4.287601551,4.294986398,0.229852413,17.34853026,2.02E-67,1.92E-66
D2013.1,195.3552857,0.469863475,0.470271784,0.163304391,1.040164774,0.298263354,0.348018043
D2013.10,101.4244462,0.603696493,0.604597914,0.214056551,1.418767572,0.15596679,0.193310574
D2013.2,505.4761654,-0.557861101,-0.558144245,0.124606678,-2.069400324,0.038508536,0.052713162
D2013.3,17.27045385,-1.265638133,-1.28062318,0.58906819,-1.639263756,0.101158341,0.129474796
D2013.5,949.581982,-0.716589046,-0.716870732,0.109798841,-3.794111519,0.000148173,0.000259923
K02E2.6,188.5508669,3.729574519,3.734352684,0.197721562,17.34547555,2.13E-67,2.02E-66
D2013.7,768.7815948,-1.167452185,-1.167959312,0.115365326,-7.519175979,5.51E-14,1.57E-13
Y51F10.7,8239.886402,4.74573947,4.755950606,0.256366754,17.34132606,2.29E-67,2.17E-66
D2013.9,476.8383803,-0.685783016,-0.686560994,0.186666975,-2.06669131,0.038763251,0.053036725
D2021.1,156.7101334,-2.217082785,-2.223312894,0.293202177,-6.538432976,6.22E-11,1.58E-10
K05G3.3,848.0166157,2.321071098,2.322101725,0.116560787,17.3392025,2.38E-67,2.25E-66
T27F2.4,318.0088075,6.353630176,6.379412606,0.349277407,17.33186876,2.70E-67,2.56E-66
D2023.1,11.74019112,-2.122478111,-2.165618752,0.780327391,-2.335530103,0.019515745,0.02774967
T24C2.5,209.9936112,5.494000012,5.51027714,0.299893973,17.31945448,3.36E-67,3.17E-66
D2023.3,5.631067992,1.259147483,1.288425607,0.82515572,1.162383608,0.245079679,0.290820912
ZC374.2,183.4766267,4.033519933,4.039664473,0.215664327,17.31171766,3.84E-67,3.62E-66
D2023.5,157.934308,-2.509306729,-2.514536035,0.250625909,-8.815156979,1.20E-18,3.95E-18
D2023.6,442.8651241,-1.356859087,-1.357779195,0.144174682,-7.330406902,2.29E-13,6.41E-13
D2023.7,15.76996537,-4.758628012,-4.944981922,1.049599813,-4.247931408,2.16E-05,4.03E-05
D2024.2,15.85593091,-0.648129246,-0.654628455,0.551460424,-0.631286002,0.527853538,0.588729959
D2024.3,765.3515673,0.230339307,0.23064898,0.202772874,0,1,1
D2024.5,216.5833908,-1.96676768,-1.970974657,0.254865405,-6.53979569,6.16E-11,1.56E-10
D2024.6,862.5968715,0.095264367,0.095317006,0.130145294,0,1,1
D2024.7,13.05166577,-0.150196928,-0.15177237,0.55895255,0,1,1
D2030.1,686.7784398,-0.889805204,-0.890264001,0.12572353,-4.691287328,2.71E-06,5.37E-06
W03D2.5,349.3193781,3.404550404,3.408141642,0.179374054,17.30768935,4.12E-67,3.88E-66
D2030.11,66.80564032,-1.978020424,-1.989625829,0.423373981,-3.963447214,7.39E-05,0.000133078
D2030.12,4.139921917,0.017381883,0.018236112,1.188297042,0,1,1
D1044.1,279.9197038,4.927513352,4.939134584,0.267542289,17.29638098,5.01E-67,4.71E-66
D2030.3,214.8493613,-2.741200807,-2.746679717,0.247063569,-9.880861106,5.04E-23,1.88E-22
B0238.1,208.5337167,4.090229622,4.096686565,0.219219268,17.28967376,5.63E-67,5.29E-66
Y80D3A.9,475.6239975,2.923442475,2.925639127,0.151858382,17.27558556,7.18E-67,6.75E-66
D2030.6,1639.10284,-1.593653713,-1.594475089,0.125675441,-10.29360793,7.53E-25,2.93E-24
D2030.7,279.9413642,-4.066953778,-4.074380505,0.236914449,-15.90005929,6.33E-57,5.00E-56
D2030.8,300.4909108,-3.446975355,-3.451719422,0.204619831,-15.37962054,2.24E-53,1.63E-52
Y16B4A.2,2849.629659,2.960680238,2.962983158,0.154324365,17.24083062,1.31E-66,1.23E-65
D2045.1,2818.429651,0.240262226,0.240360673,0.112071351,0,1,1
D2045.2,852.3414396,-1.8792579,-1.879911743,0.103268114,-15.29279305,8.54E-53,6.13E-52
D2045.5,10.04788404,1.872972601,1.920082605,0.852694102,1.844709138,0.065079861,0.086062803
D2045.6,937.2562936,-1.583559579,-1.584830472,0.156794171,-8.186271027,2.69E-16,8.32E-16
F39B2.3,675.1030603,2.279930514,2.280912155,0.114858594,17.23798313,1.38E-66,1.29E-65
F55E10.7,252.4784498,3.86397349,3.869389423,0.206897393,17.22580186,1.70E-66,1.59E-65
D2045.9,46.42273559,0.150333809,0.150776646,0.299797895,0,1,1
D2062.12,6.577918719,-2.316244887,-2.406166233,1.042120008,-1.934753072,0.053020604,0.071136961
D2062.6,3.380905753,-4.043049757,-4.508056516,1.693389772,-2.210388782,0.027078192,0.037778297
D2062.7,3.534432972,-3.027645733,-3.546937173,2.035209776,-1.340228297,0.180171135,0.220344634
C33H5.13,272.698903,4.415775045,4.42402358,0.238965914,17.22327243,1.78E-66,1.66E-65
D2063.1,3.883626384,-4.359771247,-4.714034217,1.463794079,-2.773457896,0.005546402,0.008398605
D2063.3,612.6684572,0.025602238,0.025610298,0.098515669,0,1,1
D2085.1,1204.89527,0.021649933,0.021698622,0.262946855,0,1,1
D2085.2,5.480939704,-1.187732948,-1.224630481,0.955037958,-0.929526351,0.352616376,0.405708066
D2085.3,359.6880786,-1.756638191,-1.757943113,0.150755796,-9.662236728,4.36E-22,1.59E-21
D2085.4,480.9184218,-1.0403045,-1.040887239,0.13106386,-5.648425908,1.62E-08,3.67E-08
F22A3.7,599.9132927,3.703136788,3.707854926,0.197733373,17.21073555,2.21E-66,2.06E-65
D2085.6,139.4647439,-1.139532375,-1.141159824,0.208621031,-4.024198181,5.72E-05,0.000103813
